incident_id,opened_at,resolved_at,priority,service,category,assignment_group,ci,channel,sla_due,sla_breached,reopen_count,customer_sat
INC11155,2025-11-27 14:48:37.623315,2025-11-28 11:57:37.623315,P3,Сервис-деск,Инцидент,DBA,DS-CL-01,Портал,2025-11-28 14:48:37.623315,False,0,2
INC11156,2025-11-27 05:43:37.623315,,P2,ERP,Сервисный запрос,Application Support,VPN-GW-02,Мониторинг,2025-11-27 13:43:37.623315,True,0,2
INC11157,2025-11-27 22:16:37.623315,,P3,ERP,Проблема,Service Desk L2,VPN-GW-02,Телефон,2025-11-28 22:16:37.623315,True,1,1
INC11158,2025-11-27 21:32:37.623315,2025-11-28 00:10:37.623315,P1,Data Platform,Инцидент,DBA,APP-ERP-01,Почта,2025-11-28 01:32:37.623315,False,0,4
INC11159,2025-11-27 06:53:37.623315,2025-11-27 21:11:37.623315,P3,Сервис-деск,Инцидент,DBA,FW-01,Портал,2025-11-28 06:53:37.623315,False,0,
INC11160,2025-11-27 10:12:37.623315,2025-11-27 17:50:37.623315,P3,Data Platform,Проблема,Application Support,DB-PRD-01,Почта,2025-11-28 10:12:37.623315,False,0,
INC11161,2025-11-27 23:08:37.623315,2025-11-28 13:03:37.623315,P3,Data Platform,Проблема,NOC,VPN-GW-02,Телефон,2025-11-28 23:08:37.623315,False,0,2
INC11162,2025-11-27 00:39:37.623315,2025-11-27 05:26:37.623315,P3,Data Platform,Сервисный запрос,DBA,MAIL-CL-01,Почта,2025-11-28 00:39:37.623315,False,1,1
INC11163,2025-11-27 06:49:37.623315,2025-11-27 09:57:37.623315,P3,VPN,Проблема,Service Desk L1,APP-ERP-01,Мониторинг,2025-11-28 06:49:37.623315,False,0,1
INC11164,2025-11-27 06:23:37.623315,2025-11-27 23:11:37.623315,P3,Data Platform,Инцидент,DBA,FW-01,Портал,2025-11-28 06:23:37.623315,False,0,3
INC11165,2025-11-27 17:13:37.623315,2025-11-27 19:56:37.623315,P4,Сеть офисов,Проблема,Service Desk L2,APP-ERP-01,Портал,2025-11-29 17:13:37.623315,False,0,1
INC11166,2025-11-27 05:55:37.623315,2025-11-27 22:14:37.623315,P4,VPN,Сервисный запрос,Service Desk L1,DS-CL-01,Телефон,2025-11-29 05:55:37.623315,False,0,
INC11167,2025-11-27 05:21:37.623315,,P4,Сервис-деск,Инцидент,DBA,FW-01,Портал,2025-11-29 05:21:37.623315,True,0,
INC11168,2025-11-27 22:37:37.623315,2025-11-28 16:40:37.623315,P3,Data Platform,Инцидент,DBA,DB-PRD-01,Почта,2025-11-28 22:37:37.623315,False,0,3
INC11169,2025-11-27 08:55:37.623315,2025-11-27 19:49:37.623315,P4,VPN,Инцидент,NOC,DB-PRD-01,Портал,2025-11-29 08:55:37.623315,False,0,3
INC11170,2025-11-27 04:28:37.623315,2025-11-30 01:17:37.623315,P4,Сеть офисов,Сервисный запрос,Service Desk L1,FW-01,Мониторинг,2025-11-29 04:28:37.623315,True,0,3
INC11171,2025-11-27 01:43:37.623315,2025-11-29 07:10:37.623315,P4,VPN,Проблема,Network,DS-CL-01,Портал,2025-11-29 01:43:37.623315,True,1,1
INC11172,2025-11-27 01:25:37.623315,2025-11-27 15:10:37.623315,P3,Data Platform,Проблема,Network,FW-01,Телефон,2025-11-28 01:25:37.623315,False,0,2
INC11173,2025-11-27 03:12:37.623315,2025-11-27 18:11:37.623315,P3,VPN,Инцидент,Service Desk L1,DS-CL-01,Мониторинг,2025-11-28 03:12:37.623315,False,0,
INC11174,2025-11-27 21:25:37.623315,2025-11-30 17:24:37.623315,P4,Сеть офисов,Сервисный запрос,DBA,APP-ERP-01,Телефон,2025-11-29 21:25:37.623315,True,0,5
INC11175,2025-11-27 00:49:37.623315,2025-11-27 02:29:37.623315,P3,Сервис-деск,Сервисный запрос,Service Desk L2,APP-ERP-01,Мониторинг,2025-11-28 00:49:37.623315,False,0,5
INC11176,2025-11-27 10:16:37.623315,,P3,Корпоративная почта,Проблема,Service Desk L1,MAIL-CL-01,Портал,2025-11-28 10:16:37.623315,True,0,2
INC11177,2025-11-27 14:56:37.623315,2025-11-29 13:57:37.623315,P4,Корпоративная почта,Проблема,NOC,DS-CL-01,Телефон,2025-11-29 14:56:37.623315,False,0,1
INC11178,2025-11-27 12:39:37.623315,,P1,ERP,Проблема,Application Support,DS-CL-01,Телефон,2025-11-27 16:39:37.623315,True,0,4
INC11179,2025-11-27 07:42:37.623315,2025-11-29 09:52:37.623315,P4,Корпоративная почта,Сервисный запрос,Network,DS-CL-01,Телефон,2025-11-29 07:42:37.623315,True,0,5
INC11180,2025-11-27 08:41:37.623315,,P3,VPN,Проблема,Service Desk L1,MAIL-CL-01,Портал,2025-11-28 08:41:37.623315,True,0,5
INC11181,2025-11-27 08:10:37.623315,2025-11-27 21:08:37.623315,P3,Сеть офисов,Инцидент,Service Desk L1,FW-01,Почта,2025-11-28 08:10:37.623315,False,0,3
INC11182,2025-11-27 17:09:37.623315,2025-11-28 13:56:37.623315,P3,Сеть офисов,Проблема,Network,FW-01,Мониторинг,2025-11-28 17:09:37.623315,False,0,5
INC11183,2025-11-27 09:19:37.623315,,P4,ERP,Сервисный запрос,Service Desk L2,FW-01,Почта,2025-11-29 09:19:37.623315,True,0,1
INC11184,2025-11-26 23:27:37.623315,,P4,ERP,Сервисный запрос,Service Desk L1,FW-01,Телефон,2025-11-28 23:27:37.623315,True,0,1
INC11185,2025-11-27 06:26:37.623315,2025-11-27 14:01:37.623315,P3,Сервис-деск,Инцидент,DBA,DB-PRD-01,Почта,2025-11-28 06:26:37.623315,False,0,
INC11186,2025-11-27 15:36:37.623315,,P4,Сеть офисов,Сервисный запрос,Service Desk L1,DS-CL-01,Почта,2025-11-29 15:36:37.623315,True,0,4
INC11187,2025-11-27 00:48:37.623315,2025-11-27 14:26:37.623315,P3,Сеть офисов,Сервисный запрос,Network,DB-PRD-01,Мониторинг,2025-11-28 00:48:37.623315,False,1,2
INC11188,2025-11-27 17:39:37.623315,2025-11-28 02:39:37.623315,P3,Сервис-деск,Сервисный запрос,Network,DS-CL-01,Мониторинг,2025-11-28 17:39:37.623315,False,0,5
INC11189,2025-11-27 11:58:37.623315,2025-11-27 21:13:37.623315,P3,Сеть офисов,Инцидент,Service Desk L2,MAIL-CL-01,Портал,2025-11-28 11:58:37.623315,False,1,4
INC11190,2025-11-27 04:06:37.623315,2025-11-27 04:59:37.623315,P1,Сервис-деск,Инцидент,Service Desk L2,VPN-GW-02,Почта,2025-11-27 08:06:37.623315,False,1,3
INC11191,2025-11-27 02:57:37.623315,2025-11-27 04:23:37.623315,P1,Сервис-деск,Инцидент,DBA,FW-01,Телефон,2025-11-27 06:57:37.623315,False,0,4
INC11192,2025-11-27 04:07:37.623315,,P3,ERP,Сервисный запрос,DBA,VPN-GW-02,Телефон,2025-11-28 04:07:37.623315,True,0,4
INC11193,2025-11-27 19:30:37.623315,2025-11-28 12:34:37.623315,P3,Data Platform,Сервисный запрос,Network,VPN-GW-02,Портал,2025-11-28 19:30:37.623315,False,0,2
INC11194,2025-11-27 13:31:37.623315,2025-11-27 15:02:37.623315,P2,Сервис-деск,Сервисный запрос,Service Desk L1,APP-ERP-01,Почта,2025-11-27 21:31:37.623315,False,0,3
INC11195,2025-11-27 03:39:37.623315,2025-11-27 05:05:37.623315,P3,Data Platform,Проблема,NOC,MAIL-CL-01,Мониторинг,2025-11-28 03:39:37.623315,False,0,
INC11196,2025-11-27 06:49:37.623315,2025-11-28 15:52:37.623315,P3,Data Platform,Сервисный запрос,Application Support,VPN-GW-02,Почта,2025-11-28 06:49:37.623315,True,0,4
INC11197,2025-11-28 20:56:37.623315,,P3,Сервис-деск,Инцидент,Application Support,APP-ERP-01,Портал,2025-11-29 20:56:37.623315,True,0,5
INC11198,2025-11-28 17:47:37.623315,2025-11-29 04:19:37.623315,P2,Data Platform,Инцидент,NOC,APP-ERP-01,Почта,2025-11-29 01:47:37.623315,True,0,5
INC11199,2025-11-28 08:11:37.623315,2025-11-29 01:08:37.623315,P3,Корпоративная почта,Сервисный запрос,Service Desk L2,APP-ERP-01,Почта,2025-11-29 08:11:37.623315,False,0,
INC11200,2025-11-28 22:21:37.623315,2025-11-30 04:23:37.623315,P4,Data Platform,Сервисный запрос,NOC,FW-01,Почта,2025-11-30 22:21:37.623315,False,1,3
INC11201,2025-11-27 23:48:37.623315,2025-11-30 14:03:37.623315,P4,Сеть офисов,Проблема,Application Support,FW-01,Портал,2025-11-29 23:48:37.623315,True,2,1
INC11202,2025-11-28 00:03:37.623315,2025-11-28 11:15:37.623315,P3,VPN,Проблема,NOC,DS-CL-01,Почта,2025-11-29 00:03:37.623315,False,0,4
INC11203,2025-11-28 05:29:37.623315,,P3,Data Platform,Инцидент,Service Desk L1,DB-PRD-01,Портал,2025-11-29 05:29:37.623315,True,0,
INC11204,2025-11-28 05:44:37.623315,2025-11-29 02:41:37.623315,P3,Сервис-деск,Сервисный запрос,Application Support,DS-CL-01,Портал,2025-11-29 05:44:37.623315,False,0,4
INC11205,2025-11-28 14:45:37.623315,2025-11-28 19:47:37.623315,P1,VPN,Проблема,DBA,FW-01,Портал,2025-11-28 18:45:37.623315,True,0,4
INC11206,2025-11-28 01:30:37.623315,2025-11-28 13:20:37.623315,P3,ERP,Проблема,Service Desk L1,DS-CL-01,Телефон,2025-11-29 01:30:37.623315,False,1,4
INC11207,2025-11-28 18:55:37.623315,2025-12-01 08:43:37.623315,P4,Data Platform,Инцидент,Service Desk L1,VPN-GW-02,Телефон,2025-11-30 18:55:37.623315,True,0,1
INC11208,2025-11-28 06:20:37.623315,2025-11-28 09:34:37.623315,P4,VPN,Сервисный запрос,Network,VPN-GW-02,Мониторинг,2025-11-30 06:20:37.623315,False,1,1
INC11209,2025-11-28 03:11:37.623315,2025-11-29 11:03:37.623315,P4,Сервис-деск,Проблема,Service Desk L1,FW-01,Мониторинг,2025-11-30 03:11:37.623315,False,0,
INC11210,2025-11-28 18:06:37.623315,,P4,Сеть офисов,Инцидент,Service Desk L1,DB-PRD-01,Почта,2025-11-30 18:06:37.623315,True,0,5
INC11211,2025-11-28 16:15:37.623315,2025-11-29 09:14:37.623315,P3,Сеть офисов,Проблема,NOC,APP-ERP-01,Портал,2025-11-29 16:15:37.623315,False,0,3
INC11212,2025-11-28 16:29:37.623315,,P4,Data Platform,Инцидент,Application Support,DB-PRD-01,Портал,2025-11-30 16:29:37.623315,True,0,1
INC11213,2025-11-28 13:25:37.623315,2025-11-28 19:23:37.623315,P3,Сервис-деск,Сервисный запрос,DBA,DB-PRD-01,Телефон,2025-11-29 13:25:37.623315,False,2,3
INC11214,2025-11-27 23:23:37.623315,2025-11-28 03:11:37.623315,P4,Сервис-деск,Инцидент,NOC,APP-ERP-01,Почта,2025-11-29 23:23:37.623315,False,0,
INC11215,2025-11-28 17:26:37.623315,2025-11-28 19:36:37.623315,P2,Data Platform,Проблема,Service Desk L2,APP-ERP-01,Портал,2025-11-29 01:26:37.623315,False,0,
INC11216,2025-11-28 18:22:37.623315,2025-11-30 13:34:37.623315,P4,Data Platform,Проблема,NOC,MAIL-CL-01,Телефон,2025-11-30 18:22:37.623315,False,0,3
INC11217,2025-11-28 04:26:37.623315,,P3,Сервис-деск,Проблема,Service Desk L1,VPN-GW-02,Телефон,2025-11-29 04:26:37.623315,True,0,5
INC11218,2025-11-28 03:32:37.623315,2025-11-28 09:49:37.623315,P4,ERP,Сервисный запрос,DBA,FW-01,Мониторинг,2025-11-30 03:32:37.623315,False,0,5
INC11219,2025-11-28 18:24:37.623315,2025-11-28 20:59:37.623315,P1,Data Platform,Сервисный запрос,Service Desk L2,APP-ERP-01,Портал,2025-11-28 22:24:37.623315,False,0,1
INC11220,2025-11-28 07:54:37.623315,2025-11-28 10:29:37.623315,P2,VPN,Сервисный запрос,Application Support,APP-ERP-01,Почта,2025-11-28 15:54:37.623315,False,2,3
INC11221,2025-11-28 20:24:37.623315,2025-11-29 22:31:37.623315,P3,Сервис-деск,Инцидент,Service Desk L1,DS-CL-01,Портал,2025-11-29 20:24:37.623315,True,0,5
INC11222,2025-11-28 12:34:37.623315,2025-11-29 20:28:37.623315,P3,Сеть офисов,Сервисный запрос,NOC,MAIL-CL-01,Почта,2025-11-29 12:34:37.623315,True,0,5
INC11223,2025-11-28 08:12:37.623315,,P1,Data Platform,Сервисный запрос,Service Desk L1,FW-01,Портал,2025-11-28 12:12:37.623315,True,0,
INC11224,2025-11-28 08:15:37.623315,2025-11-29 17:05:37.623315,P3,Data Platform,Инцидент,Service Desk L1,DB-PRD-01,Мониторинг,2025-11-29 08:15:37.623315,True,0,4
INC11225,2025-11-28 16:02:37.623315,2025-11-28 19:10:37.623315,P2,Сервис-деск,Инцидент,Application Support,DS-CL-01,Мониторинг,2025-11-29 00:02:37.623315,False,0,3
INC11226,2025-11-28 22:31:37.623315,2025-11-29 20:00:37.623315,P3,Data Platform,Сервисный запрос,Application Support,FW-01,Почта,2025-11-29 22:31:37.623315,False,0,
INC11227,2025-11-28 03:44:37.623315,2025-11-30 15:03:37.623315,P4,VPN,Инцидент,Network,APP-ERP-01,Портал,2025-11-30 03:44:37.623315,True,0,5
INC11228,2025-11-29 05:31:37.623315,2025-11-30 11:27:37.623315,P4,Сеть офисов,Проблема,Service Desk L1,DB-PRD-01,Портал,2025-12-01 05:31:37.623315,False,0,3
INC11229,2025-11-29 09:42:37.623315,,P3,Корпоративная почта,Проблема,Service Desk L2,DS-CL-01,Телефон,2025-11-30 09:42:37.623315,True,0,1
INC11230,2025-11-29 13:08:37.623315,2025-11-29 13:48:37.623315,P1,ERP,Инцидент,DBA,VPN-GW-02,Мониторинг,2025-11-29 17:08:37.623315,False,0,
INC11231,2025-11-29 00:54:37.623315,,P4,VPN,Сервисный запрос,NOC,FW-01,Почта,2025-12-01 00:54:37.623315,True,0,5
INC11232,2025-11-29 16:17:37.623315,2025-11-29 22:49:37.623315,P3,Корпоративная почта,Сервисный запрос,Application Support,DS-CL-01,Мониторинг,2025-11-30 16:17:37.623315,False,0,
INC11233,2025-11-29 05:27:37.623315,2025-11-30 16:37:37.623315,P4,ERP,Сервисный запрос,NOC,VPN-GW-02,Почта,2025-12-01 05:27:37.623315,False,0,5
INC11234,2025-11-29 15:01:37.623315,2025-11-30 10:59:37.623315,P4,Сеть офисов,Инцидент,Service Desk L1,APP-ERP-01,Телефон,2025-12-01 15:01:37.623315,False,0,5
INC11235,2025-11-29 02:36:37.623315,2025-11-30 09:38:37.623315,P3,VPN,Сервисный запрос,Network,DB-PRD-01,Мониторинг,2025-11-30 02:36:37.623315,True,0,1
INC11236,2025-11-29 23:18:37.623315,2025-11-30 14:16:37.623315,P3,VPN,Проблема,Network,MAIL-CL-01,Портал,2025-11-30 23:18:37.623315,False,0,
INC11237,2025-11-29 10:49:37.623315,,P4,Корпоративная почта,Проблема,Network,MAIL-CL-01,Портал,2025-12-01 10:49:37.623315,True,0,3
INC11238,2025-11-29 17:32:37.623315,2025-12-02 07:53:37.623315,P4,ERP,Проблема,Application Support,VPN-GW-02,Мониторинг,2025-12-01 17:32:37.623315,True,0,1
INC11239,2025-11-29 12:16:37.623315,2025-12-02 03:03:37.623315,P4,Корпоративная почта,Проблема,Network,DB-PRD-01,Телефон,2025-12-01 12:16:37.623315,True,0,
INC11240,2025-11-29 17:36:37.623315,2025-11-29 23:07:37.623315,P2,Корпоративная почта,Проблема,Network,MAIL-CL-01,Почта,2025-11-30 01:36:37.623315,False,1,4
INC11241,2025-11-29 02:32:37.623315,2025-11-30 09:29:37.623315,P4,ERP,Инцидент,DBA,VPN-GW-02,Портал,2025-12-01 02:32:37.623315,False,0,
INC11242,2025-11-28 23:56:37.623315,2025-11-29 08:28:37.623315,P3,Data Platform,Сервисный запрос,NOC,DS-CL-01,Мониторинг,2025-11-29 23:56:37.623315,False,0,4
INC11243,2025-11-29 08:56:37.623315,2025-12-02 08:25:37.623315,P4,Сеть офисов,Инцидент,Network,DS-CL-01,Телефон,2025-12-01 08:56:37.623315,True,0,1
INC11244,2025-11-29 04:03:37.623315,2025-11-30 19:25:37.623315,P4,Корпоративная почта,Сервисный запрос,DBA,DS-CL-01,Портал,2025-12-01 04:03:37.623315,False,2,
INC11245,2025-11-29 18:00:37.623315,,P3,VPN,Сервисный запрос,Service Desk L1,APP-ERP-01,Почта,2025-11-30 18:00:37.623315,True,0,3
INC11246,2025-11-29 02:11:37.623315,2025-11-30 02:12:37.623315,P3,Data Platform,Проблема,NOC,DB-PRD-01,Портал,2025-11-30 02:11:37.623315,True,0,2
INC11247,2025-11-29 03:04:37.623315,2025-11-30 05:32:37.623315,P4,Сеть офисов,Сервисный запрос,Service Desk L1,APP-ERP-01,Портал,2025-12-01 03:04:37.623315,False,0,4
INC11248,2025-11-29 07:46:37.623315,2025-11-30 05:28:37.623315,P3,Сеть офисов,Сервисный запрос,Service Desk L2,FW-01,Портал,2025-11-30 07:46:37.623315,False,0,4
INC11249,2025-11-29 15:09:37.623315,,P3,Сеть офисов,Сервисный запрос,Service Desk L1,VPN-GW-02,Мониторинг,2025-11-30 15:09:37.623315,True,0,5
INC11250,2025-11-29 03:14:37.623315,2025-11-30 07:19:37.623315,P4,Корпоративная почта,Инцидент,Service Desk L2,DB-PRD-01,Телефон,2025-12-01 03:14:37.623315,False,0,5
INC11251,2025-11-29 00:25:37.623315,,P3,Сервис-деск,Сервисный запрос,NOC,APP-ERP-01,Портал,2025-11-30 00:25:37.623315,True,0,3
INC11252,2025-11-29 00:50:37.623315,2025-11-29 14:42:37.623315,P3,Сеть офисов,Сервисный запрос,Service Desk L2,VPN-GW-02,Почта,2025-11-30 00:50:37.623315,False,0,3
INC11253,2025-11-29 07:01:37.623315,,P3,Data Platform,Сервисный запрос,DBA,MAIL-CL-01,Телефон,2025-11-30 07:01:37.623315,True,0,5
INC11254,2025-11-29 21:49:37.623315,2025-12-02 06:31:37.623315,P4,Сервис-деск,Инцидент,Service Desk L1,DB-PRD-01,Телефон,2025-12-01 21:49:37.623315,True,0,5
INC11255,2025-11-29 23:16:37.623315,2025-12-01 08:08:37.623315,P3,Data Platform,Инцидент,Application Support,MAIL-CL-01,Портал,2025-11-30 23:16:37.623315,True,0,3
INC11256,2025-11-28 23:46:37.623315,2025-11-30 12:08:37.623315,P4,Корпоративная почта,Инцидент,Application Support,DB-PRD-01,Мониторинг,2025-11-30 23:46:37.623315,False,0,4
INC11257,2025-11-29 09:43:37.623315,2025-12-01 09:17:37.623315,P4,Data Platform,Инцидент,DBA,MAIL-CL-01,Портал,2025-12-01 09:43:37.623315,False,0,4
INC11258,2025-11-29 05:04:37.623315,2025-11-29 05:34:37.623315,P2,Data Platform,Инцидент,Application Support,VPN-GW-02,Почта,2025-11-29 13:04:37.623315,False,0,
INC11259,2025-11-29 09:29:37.623315,2025-11-30 09:31:37.623315,P3,Data Platform,Инцидент,Application Support,DB-PRD-01,Мониторинг,2025-11-30 09:29:37.623315,True,0,
INC11260,2025-11-29 16:39:37.623315,2025-11-30 04:39:37.623315,P3,Сеть офисов,Сервисный запрос,NOC,DB-PRD-01,Мониторинг,2025-11-30 16:39:37.623315,False,0,5
INC11261,2025-11-29 02:48:37.623315,2025-11-29 19:26:37.623315,P3,Data Platform,Инцидент,Service Desk L2,APP-ERP-01,Портал,2025-11-30 02:48:37.623315,False,0,1
INC11262,2025-11-29 03:20:37.623315,2025-11-29 12:21:37.623315,P2,Сервис-деск,Проблема,Application Support,DB-PRD-01,Портал,2025-11-29 11:20:37.623315,True,0,4
INC11263,2025-11-29 19:26:37.623315,2025-11-30 20:50:37.623315,P4,Корпоративная почта,Проблема,Application Support,APP-ERP-01,Мониторинг,2025-12-01 19:26:37.623315,False,0,1
INC11264,2025-11-29 10:08:37.623315,2025-12-01 22:25:37.623315,P4,VPN,Сервисный запрос,Application Support,MAIL-CL-01,Почта,2025-12-01 10:08:37.623315,True,0,1
INC11265,2025-11-29 04:55:37.623315,2025-11-29 09:23:37.623315,P4,ERP,Инцидент,Service Desk L1,VPN-GW-02,Портал,2025-12-01 04:55:37.623315,False,0,
INC11266,2025-11-29 17:55:37.623315,2025-11-30 10:39:37.623315,P4,Data Platform,Сервисный запрос,Service Desk L2,FW-01,Мониторинг,2025-12-01 17:55:37.623315,False,0,2
INC11267,2025-11-29 07:18:37.623315,2025-11-29 17:48:37.623315,P3,Корпоративная почта,Сервисный запрос,NOC,VPN-GW-02,Почта,2025-11-30 07:18:37.623315,False,0,4
INC11268,2025-11-29 04:35:37.623315,2025-11-29 15:57:37.623315,P3,Корпоративная почта,Сервисный запрос,Service Desk L2,DS-CL-01,Телефон,2025-11-30 04:35:37.623315,False,0,3
INC11269,2025-11-29 16:49:37.623315,2025-12-02 00:36:37.623315,P4,Сеть офисов,Инцидент,Service Desk L2,FW-01,Почта,2025-12-01 16:49:37.623315,True,0,1
INC11270,2025-11-29 03:41:37.623315,2025-11-29 06:52:37.623315,P3,Сеть офисов,Проблема,Service Desk L1,DS-CL-01,Телефон,2025-11-30 03:41:37.623315,False,0,1
INC11271,2025-11-29 18:55:37.623315,2025-11-29 20:31:37.623315,P3,VPN,Инцидент,NOC,APP-ERP-01,Портал,2025-11-30 18:55:37.623315,False,1,
INC11272,2025-11-29 22:35:37.623315,2025-12-01 09:19:37.623315,P4,Сеть офисов,Сервисный запрос,Service Desk L2,DB-PRD-01,Телефон,2025-12-01 22:35:37.623315,False,1,3
INC11273,2025-11-29 23:00:37.623315,2025-11-30 05:14:37.623315,P3,ERP,Сервисный запрос,DBA,DS-CL-01,Мониторинг,2025-11-30 23:00:37.623315,False,1,5
INC11274,2025-11-29 22:02:37.623315,2025-11-30 10:45:37.623315,P3,VPN,Проблема,DBA,VPN-GW-02,Мониторинг,2025-11-30 22:02:37.623315,False,0,1
INC11275,2025-11-29 20:32:37.623315,2025-11-29 23:22:37.623315,P1,Data Platform,Инцидент,Service Desk L1,FW-01,Мониторинг,2025-11-30 00:32:37.623315,False,0,1
INC11276,2025-11-29 14:45:37.623315,2025-11-30 21:02:37.623315,P3,Сеть офисов,Сервисный запрос,Service Desk L2,DB-PRD-01,Почта,2025-11-30 14:45:37.623315,True,0,1
INC11277,2025-11-29 05:52:37.623315,,P4,Сервис-деск,Проблема,Network,DS-CL-01,Портал,2025-12-01 05:52:37.623315,True,0,4
INC11278,2025-11-29 21:01:37.623315,2025-12-01 10:17:37.623315,P4,Корпоративная почта,Проблема,Network,VPN-GW-02,Мониторинг,2025-12-01 21:01:37.623315,False,0,3
INC11279,2025-11-30 19:35:37.623315,2025-12-01 01:02:37.623315,P3,VPN,Инцидент,Service Desk L2,FW-01,Телефон,2025-12-01 19:35:37.623315,False,0,5
INC11280,2025-11-30 05:21:37.623315,2025-11-30 19:46:37.623315,P3,Сервис-деск,Проблема,DBA,MAIL-CL-01,Почта,2025-12-01 05:21:37.623315,False,0,3
INC11281,2025-11-30 08:39:37.623315,2025-12-02 13:27:37.623315,P4,Data Platform,Проблема,Service Desk L1,DS-CL-01,Мониторинг,2025-12-02 08:39:37.623315,True,0,
INC11282,2025-11-30 06:48:37.623315,2025-12-01 13:24:37.623315,P3,Сервис-деск,Сервисный запрос,Service Desk L2,VPN-GW-02,Почта,2025-12-01 06:48:37.623315,True,0,4
INC11283,2025-11-30 11:15:37.623315,2025-11-30 23:11:37.623315,P3,ERP,Сервисный запрос,Application Support,FW-01,Почта,2025-12-01 11:15:37.623315,False,0,4
INC11284,2025-11-30 21:55:37.623315,,P4,VPN,Инцидент,NOC,DB-PRD-01,Почта,2025-12-02 21:55:37.623315,True,0,
INC11285,2025-11-30 00:01:37.623315,,P3,Data Platform,Проблема,NOC,FW-01,Почта,2025-12-01 00:01:37.623315,True,0,2
INC11286,2025-11-30 04:34:37.623315,2025-11-30 08:22:37.623315,P4,Сеть офисов,Инцидент,DBA,VPN-GW-02,Портал,2025-12-02 04:34:37.623315,False,0,4
INC11287,2025-11-30 05:18:37.623315,2025-11-30 23:34:37.623315,P3,Сервис-деск,Сервисный запрос,Service Desk L1,DS-CL-01,Телефон,2025-12-01 05:18:37.623315,False,0,2
INC11288,2025-11-30 04:16:37.623315,,P3,VPN,Проблема,NOC,MAIL-CL-01,Мониторинг,2025-12-01 04:16:37.623315,True,0,
INC11289,2025-11-30 16:36:37.623315,2025-12-01 17:54:37.623315,P4,Сервис-деск,Сервисный запрос,NOC,DS-CL-01,Мониторинг,2025-12-02 16:36:37.623315,False,0,2
INC11290,2025-11-30 20:34:37.623315,2025-12-01 11:53:37.623315,P3,Сеть офисов,Проблема,Service Desk L1,DB-PRD-01,Портал,2025-12-01 20:34:37.623315,False,0,4
INC11291,2025-11-30 03:57:37.623315,2025-12-01 09:40:37.623315,P4,Сервис-деск,Сервисный запрос,Application Support,FW-01,Мониторинг,2025-12-02 03:57:37.623315,False,0,
INC11292,2025-11-30 17:25:37.623315,2025-12-01 03:44:37.623315,P3,VPN,Инцидент,Network,DS-CL-01,Телефон,2025-12-01 17:25:37.623315,False,0,4
INC11293,2025-11-30 18:15:37.623315,2025-12-02 12:48:37.623315,P4,ERP,Сервисный запрос,NOC,VPN-GW-02,Мониторинг,2025-12-02 18:15:37.623315,False,0,2
INC11294,2025-11-30 06:31:37.623315,2025-11-30 09:41:37.623315,P4,Сеть офисов,Сервисный запрос,Network,APP-ERP-01,Мониторинг,2025-12-02 06:31:37.623315,False,0,
INC11295,2025-11-30 02:32:37.623315,2025-12-02 14:56:37.623315,P4,Корпоративная почта,Инцидент,Service Desk L1,DB-PRD-01,Мониторинг,2025-12-02 02:32:37.623315,True,0,5
INC11296,2025-11-30 09:36:37.623315,2025-12-03 06:03:37.623315,P4,Сервис-деск,Инцидент,Application Support,VPN-GW-02,Телефон,2025-12-02 09:36:37.623315,True,0,1
INC11297,2025-11-30 15:36:37.623315,,P2,Сервис-деск,Инцидент,Application Support,APP-ERP-01,Мониторинг,2025-11-30 23:36:37.623315,True,0,
INC11298,2025-11-30 00:56:37.623315,,P3,Корпоративная почта,Сервисный запрос,Service Desk L1,VPN-GW-02,Мониторинг,2025-12-01 00:56:37.623315,True,0,1
INC11299,2025-11-30 17:49:37.623315,2025-12-01 19:43:37.623315,P3,Сервис-деск,Проблема,Network,DB-PRD-01,Почта,2025-12-01 17:49:37.623315,True,0,2
INC11300,2025-11-30 01:12:37.623315,2025-11-30 07:13:37.623315,P4,VPN,Инцидент,Network,APP-ERP-01,Почта,2025-12-02 01:12:37.623315,False,1,
INC11301,2025-11-30 02:13:37.623315,2025-12-01 00:36:37.623315,P3,Корпоративная почта,Сервисный запрос,NOC,APP-ERP-01,Почта,2025-12-01 02:13:37.623315,False,1,
INC11302,2025-11-30 18:18:37.623315,,P4,VPN,Проблема,Service Desk L1,DB-PRD-01,Телефон,2025-12-02 18:18:37.623315,True,0,5
INC11303,2025-11-30 08:33:37.623315,2025-12-01 19:57:37.623315,P3,VPN,Инцидент,Service Desk L1,DB-PRD-01,Портал,2025-12-01 08:33:37.623315,True,0,2
INC11304,2025-11-30 01:34:37.623315,2025-11-30 17:47:37.623315,P4,VPN,Сервисный запрос,NOC,DS-CL-01,Почта,2025-12-02 01:34:37.623315,False,0,5
INC11305,2025-11-30 05:31:37.623315,2025-11-30 13:52:37.623315,P2,Data Platform,Сервисный запрос,Service Desk L2,DB-PRD-01,Портал,2025-11-30 13:31:37.623315,True,0,
INC11306,2025-11-30 20:26:37.623315,2025-11-30 22:43:37.623315,P2,VPN,Инцидент,NOC,FW-01,Портал,2025-12-01 04:26:37.623315,False,0,
INC11307,2025-11-30 10:03:37.623315,2025-12-02 22:18:37.623315,P4,VPN,Инцидент,Service Desk L1,DS-CL-01,Почта,2025-12-02 10:03:37.623315,True,0,1
