request_id,opened_at,closed_at,service,request_type,assignment_group,status,fulfillment_hours
REQ20440,2025-11-18 07:32:37.623315,2025-11-19 10:32:37.623315,Сервис-деск,Учетная запись,Network,В работе,27
REQ20441,2025-11-18 02:58:37.623315,2025-11-21 07:58:37.623315,ERP,Оборудование,Application Support,Отклонен,77
REQ20442,2025-11-18 14:48:37.623315,2025-11-21 01:48:37.623315,Data Platform,BI-отчет,Service Desk L2,В работе,59
REQ20443,2025-11-18 10:00:37.623315,2025-11-19 01:00:37.623315,Сеть офисов,Согласование,DBA,Завершен,15
REQ20444,2025-11-18 17:43:37.623315,2025-11-20 18:43:37.623315,Сервис-деск,Доступ,DBA,Завершен,49
REQ20445,2025-11-18 00:53:37.623315,2025-11-19 10:53:37.623315,Сеть офисов,Согласование,Network,Отклонен,34
REQ20446,2025-11-18 19:54:37.623315,2025-11-20 18:54:37.623315,Data Platform,Доступ,NOC,Завершен,47
REQ20447,2025-11-18 09:48:37.623315,2025-11-19 10:48:37.623315,ERP,Оборудование,NOC,Завершен,25
REQ20448,2025-11-18 20:44:37.623315,2025-11-20 21:44:37.623315,VPN,Сброс пароля,NOC,Завершен,49
REQ20449,2025-11-18 10:05:37.623315,2025-11-18 13:05:37.623315,Сервис-деск,Сброс пароля,Application Support,В работе,3
REQ20450,2025-11-18 18:11:37.623315,2025-11-20 13:11:37.623315,VPN,BI-отчет,NOC,В работе,43
REQ20451,2025-11-18 08:59:37.623315,2025-11-19 13:59:37.623315,Сеть офисов,Оборудование,NOC,Отклонен,29
REQ20452,2025-11-18 08:06:37.623315,2025-11-21 15:06:37.623315,Сервис-деск,Доступ,Service Desk L1,Отклонен,79
REQ20453,2025-11-18 13:04:37.623315,2025-11-20 22:04:37.623315,ERP,Сброс пароля,Application Support,Завершен,57
REQ20454,2025-11-18 01:12:37.623315,2025-11-20 18:12:37.623315,Data Platform,Доступ,Network,В работе,65
REQ20455,2025-11-18 02:28:37.623315,2025-11-20 13:28:37.623315,VPN,BI-отчет,Network,Отклонен,59
REQ20456,2025-11-18 11:36:37.623315,2025-11-21 14:36:37.623315,Корпоративная почта,Сброс пароля,NOC,Отклонен,75
REQ20457,2025-11-18 17:21:37.623315,2025-11-21 06:21:37.623315,ERP,Оборудование,DBA,Завершен,61
REQ20458,2025-11-18 17:19:37.623315,2025-11-21 14:19:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,Завершен,69
REQ20459,2025-11-18 01:51:37.623315,2025-11-18 15:51:37.623315,Data Platform,Учетная запись,Network,В работе,14
REQ20460,2025-11-18 10:09:37.623315,2025-11-20 08:09:37.623315,Data Platform,Доступ,Service Desk L1,В работе,46
REQ20461,2025-11-18 15:00:37.623315,2025-11-18 23:00:37.623315,Data Platform,Сброс пароля,Service Desk L2,В работе,8
REQ20462,2025-11-18 15:15:37.623315,2025-11-22 03:15:37.623315,Корпоративная почта,Сброс пароля,Service Desk L1,Завершен,84
REQ20463,2025-11-17 23:35:37.623315,2025-11-18 07:35:37.623315,Корпоративная почта,Оборудование,NOC,В работе,8
REQ20464,2025-11-18 22:07:37.623315,2025-11-21 07:07:37.623315,VPN,Оборудование,NOC,Завершен,57
REQ20465,2025-11-18 23:18:37.623315,2025-11-21 00:18:37.623315,Сеть офисов,Доступ,Service Desk L2,Завершен,49
REQ20466,2025-11-18 08:17:37.623315,2025-11-18 15:17:37.623315,Корпоративная почта,Доступ,Network,Завершен,7
REQ20467,2025-11-18 07:42:37.623315,2025-11-22 01:42:37.623315,Сеть офисов,Согласование,Network,Отклонен,90
REQ20468,2025-11-18 05:20:37.623315,2025-11-19 00:20:37.623315,Сеть офисов,Согласование,NOC,Завершен,19
REQ20469,2025-11-18 10:16:37.623315,2025-11-19 06:16:37.623315,Сеть офисов,Согласование,Service Desk L2,В работе,20
REQ20470,2025-11-18 20:28:37.623315,2025-11-21 16:28:37.623315,Сеть офисов,Оборудование,Service Desk L1,В работе,68
REQ20471,2025-11-18 20:52:37.623315,2025-11-20 09:52:37.623315,ERP,Учетная запись,DBA,Завершен,37
REQ20472,2025-11-18 01:37:37.623315,2025-11-19 16:37:37.623315,Сервис-деск,Доступ,Network,Отклонен,39
REQ20473,2025-11-18 07:03:37.623315,2025-11-21 19:03:37.623315,Сервис-деск,Оборудование,Service Desk L2,Завершен,84
REQ20474,2025-11-19 09:59:37.623315,2025-11-19 23:59:37.623315,ERP,BI-отчет,DBA,Отклонен,14
REQ20475,2025-11-19 10:16:37.623315,2025-11-19 19:16:37.623315,Корпоративная почта,Учетная запись,Service Desk L1,Отклонен,9
REQ20476,2025-11-19 16:08:37.623315,2025-11-23 13:08:37.623315,Корпоративная почта,Учетная запись,Application Support,Отклонен,93
REQ20477,2025-11-19 03:56:37.623315,2025-11-23 03:56:37.623315,Data Platform,Оборудование,Application Support,Отклонен,96
REQ20478,2025-11-19 20:15:37.623315,2025-11-20 17:15:37.623315,ERP,Учетная запись,Network,Отклонен,21
REQ20479,2025-11-19 00:12:37.623315,2025-11-21 16:12:37.623315,Сеть офисов,Учетная запись,Application Support,Завершен,64
REQ20480,2025-11-19 01:21:37.623315,2025-11-19 22:21:37.623315,Сеть офисов,Доступ,Service Desk L1,Завершен,21
REQ20481,2025-11-19 06:34:37.623315,2025-11-19 21:34:37.623315,Data Platform,Доступ,Service Desk L1,В работе,15
REQ20482,2025-11-19 11:24:37.623315,2025-11-20 04:24:37.623315,ERP,Согласование,DBA,Завершен,17
REQ20483,2025-11-19 07:14:37.623315,2025-11-22 06:14:37.623315,ERP,BI-отчет,Service Desk L2,В работе,71
REQ20484,2025-11-19 21:00:37.623315,2025-11-20 14:00:37.623315,Data Platform,Оборудование,Service Desk L2,Завершен,17
REQ20485,2025-11-19 04:30:37.623315,2025-11-22 18:30:37.623315,VPN,Оборудование,Service Desk L1,Отклонен,86
REQ20486,2025-11-19 21:55:37.623315,2025-11-21 00:55:37.623315,Data Platform,Согласование,Network,В работе,27
REQ20487,2025-11-19 20:27:37.623315,2025-11-23 01:27:37.623315,Data Platform,Сброс пароля,Service Desk L2,В работе,77
REQ20488,2025-11-19 11:45:37.623315,2025-11-23 06:45:37.623315,Корпоративная почта,Согласование,DBA,В работе,91
REQ20489,2025-11-19 03:22:37.623315,2025-11-20 17:22:37.623315,Data Platform,Доступ,Service Desk L1,В работе,38
REQ20490,2025-11-18 23:58:37.623315,2025-11-20 15:58:37.623315,Корпоративная почта,Учетная запись,Service Desk L2,Отклонен,40
REQ20491,2025-11-19 18:49:37.623315,2025-11-20 01:49:37.623315,ERP,Оборудование,DBA,Отклонен,7
REQ20492,2025-11-20 07:17:37.623315,2025-11-21 06:17:37.623315,ERP,Сброс пароля,Service Desk L1,Завершен,23
REQ20493,2025-11-20 07:03:37.623315,2025-11-21 20:03:37.623315,VPN,Доступ,Application Support,Отклонен,37
REQ20494,2025-11-20 16:09:37.623315,2025-11-21 15:09:37.623315,Корпоративная почта,BI-отчет,NOC,Отклонен,23
REQ20495,2025-11-20 17:12:37.623315,2025-11-21 19:12:37.623315,Корпоративная почта,Согласование,NOC,В работе,26
REQ20496,2025-11-20 05:39:37.623315,2025-11-23 08:39:37.623315,Data Platform,Учетная запись,DBA,Отклонен,75
REQ20497,2025-11-20 04:14:37.623315,2025-11-22 16:14:37.623315,ERP,Доступ,Service Desk L2,Отклонен,60
REQ20498,2025-11-20 02:49:37.623315,2025-11-22 11:49:37.623315,Data Platform,Сброс пароля,NOC,Завершен,57
REQ20499,2025-11-20 08:07:37.623315,2025-11-23 23:07:37.623315,Корпоративная почта,Сброс пароля,NOC,Отклонен,87
REQ20500,2025-11-20 07:07:37.623315,2025-11-20 18:07:37.623315,ERP,Оборудование,Service Desk L1,В работе,11
REQ20501,2025-11-20 07:50:37.623315,2025-11-23 17:50:37.623315,Сервис-деск,BI-отчет,Service Desk L2,Завершен,82
REQ20502,2025-11-20 22:05:37.623315,2025-11-22 16:05:37.623315,Корпоративная почта,Согласование,NOC,Отклонен,42
REQ20503,2025-11-20 15:41:37.623315,2025-11-21 17:41:37.623315,Сеть офисов,Учетная запись,Service Desk L2,Завершен,26
REQ20504,2025-11-20 20:01:37.623315,2025-11-20 23:01:37.623315,VPN,Оборудование,Service Desk L1,В работе,3
REQ20505,2025-11-20 07:04:37.623315,2025-11-21 10:04:37.623315,ERP,Согласование,Application Support,В работе,27
REQ20506,2025-11-20 05:07:37.623315,2025-11-22 22:07:37.623315,ERP,Оборудование,Application Support,Отклонен,65
REQ20507,2025-11-20 01:54:37.623315,2025-11-23 23:54:37.623315,Сервис-деск,Оборудование,NOC,В работе,94
REQ20508,2025-11-20 01:52:37.623315,2025-11-23 02:52:37.623315,Сеть офисов,Оборудование,Service Desk L2,Завершен,73
REQ20509,2025-11-20 00:47:37.623315,2025-11-23 18:47:37.623315,ERP,BI-отчет,DBA,Отклонен,90
REQ20510,2025-11-20 17:36:37.623315,2025-11-24 04:36:37.623315,ERP,Согласование,Service Desk L1,Отклонен,83
REQ20511,2025-11-20 05:17:37.623315,2025-11-21 21:17:37.623315,VPN,Сброс пароля,Service Desk L2,В работе,40
REQ20512,2025-11-20 15:11:37.623315,2025-11-24 01:11:37.623315,Data Platform,BI-отчет,Network,Отклонен,82
REQ20513,2025-11-20 14:39:37.623315,2025-11-21 04:39:37.623315,VPN,Доступ,Network,В работе,14
REQ20514,2025-11-20 13:41:37.623315,2025-11-21 22:41:37.623315,Сервис-деск,Согласование,NOC,Завершен,33
REQ20515,2025-11-20 13:41:37.623315,2025-11-24 03:41:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,В работе,86
REQ20516,2025-11-20 21:29:37.623315,2025-11-23 12:29:37.623315,Data Platform,BI-отчет,DBA,Отклонен,63
REQ20517,2025-11-20 06:22:37.623315,2025-11-21 21:22:37.623315,ERP,BI-отчет,Application Support,В работе,39
REQ20518,2025-11-20 00:56:37.623315,2025-11-21 19:56:37.623315,ERP,Учетная запись,Network,В работе,43
REQ20519,2025-11-20 12:12:37.623315,2025-11-22 22:12:37.623315,Data Platform,Согласование,Network,Завершен,58
REQ20520,2025-11-20 07:52:37.623315,2025-11-24 06:52:37.623315,VPN,Сброс пароля,Service Desk L2,Завершен,95
REQ20521,2025-11-21 21:01:37.623315,2025-11-22 22:01:37.623315,Data Platform,Оборудование,DBA,Отклонен,25
REQ20522,2025-11-21 09:44:37.623315,2025-11-24 11:44:37.623315,Data Platform,Учетная запись,Service Desk L1,Завершен,74
REQ20523,2025-11-21 10:05:37.623315,2025-11-22 01:05:37.623315,Сервис-деск,Сброс пароля,NOC,Завершен,15
REQ20524,2025-11-21 12:51:37.623315,2025-11-23 08:51:37.623315,ERP,Учетная запись,NOC,Завершен,44
REQ20525,2025-11-21 10:40:37.623315,2025-11-22 08:40:37.623315,Data Platform,BI-отчет,Application Support,Завершен,22
REQ20526,2025-11-21 14:12:37.623315,2025-11-24 22:12:37.623315,Data Platform,BI-отчет,Service Desk L1,Отклонен,80
REQ20527,2025-11-21 13:07:37.623315,2025-11-23 18:07:37.623315,Data Platform,Оборудование,Network,Отклонен,53
REQ20528,2025-11-21 10:59:37.623315,2025-11-23 07:59:37.623315,Data Platform,Учетная запись,DBA,В работе,45
REQ20529,2025-11-21 01:20:37.623315,2025-11-22 08:20:37.623315,Сеть офисов,Доступ,DBA,В работе,31
REQ20530,2025-11-21 07:57:37.623315,2025-11-23 12:57:37.623315,Сеть офисов,Доступ,Application Support,Отклонен,53
REQ20531,2025-11-21 05:20:37.623315,2025-11-22 21:20:37.623315,Сеть офисов,Учетная запись,Service Desk L1,Завершен,40
REQ20532,2025-11-21 18:09:37.623315,2025-11-22 13:09:37.623315,VPN,Учетная запись,Network,Завершен,19
REQ20533,2025-11-21 01:40:37.623315,2025-11-21 21:40:37.623315,ERP,Согласование,DBA,Завершен,20
REQ20534,2025-11-21 13:21:37.623315,2025-11-25 03:21:37.623315,VPN,Оборудование,Application Support,В работе,86
REQ20535,2025-11-21 08:26:37.623315,2025-11-22 09:26:37.623315,VPN,Оборудование,DBA,Завершен,25
REQ20536,2025-11-21 22:36:37.623315,2025-11-22 19:36:37.623315,Сервис-деск,BI-отчет,Network,Завершен,21
REQ20537,2025-11-21 14:31:37.623315,2025-11-23 12:31:37.623315,Корпоративная почта,Согласование,Service Desk L1,Отклонен,46
REQ20538,2025-11-21 12:05:37.623315,2025-11-22 17:05:37.623315,Data Platform,Учетная запись,DBA,В работе,29
REQ20539,2025-11-21 21:36:37.623315,2025-11-22 11:36:37.623315,Data Platform,Оборудование,Network,Завершен,14
REQ20540,2025-11-21 12:10:37.623315,2025-11-23 07:10:37.623315,ERP,Учетная запись,Service Desk L2,В работе,43
REQ20541,2025-11-21 18:46:37.623315,2025-11-24 16:46:37.623315,Корпоративная почта,Сброс пароля,DBA,Отклонен,70
REQ20542,2025-11-21 22:58:37.623315,2025-11-22 03:58:37.623315,VPN,BI-отчет,Application Support,Завершен,5
REQ20543,2025-11-21 10:44:37.623315,2025-11-23 07:44:37.623315,Сеть офисов,Доступ,Service Desk L1,Отклонен,45
REQ20544,2025-11-21 12:19:37.623315,2025-11-21 23:19:37.623315,Сервис-деск,Оборудование,Application Support,В работе,11
REQ20545,2025-11-21 05:23:37.623315,2025-11-22 10:23:37.623315,ERP,Согласование,NOC,В работе,29
REQ20546,2025-11-21 12:02:37.623315,2025-11-22 13:02:37.623315,Data Platform,Оборудование,Network,В работе,25
REQ20547,2025-11-21 12:04:37.623315,2025-11-24 03:04:37.623315,Корпоративная почта,Сброс пароля,DBA,Завершен,63
REQ20548,2025-11-21 04:46:37.623315,2025-11-24 21:46:37.623315,Сеть офисов,Доступ,DBA,Завершен,89
REQ20549,2025-11-21 11:04:37.623315,2025-11-25 10:04:37.623315,Корпоративная почта,Учетная запись,DBA,Завершен,95
REQ20550,2025-11-21 04:41:37.623315,2025-11-21 22:41:37.623315,Сеть офисов,BI-отчет,DBA,Отклонен,18
REQ20551,2025-11-21 13:21:37.623315,2025-11-24 05:21:37.623315,Сервис-деск,Учетная запись,DBA,В работе,64
REQ20552,2025-11-22 09:12:37.623315,2025-11-24 13:12:37.623315,Сервис-деск,Доступ,Network,В работе,52
REQ20553,2025-11-22 22:20:37.623315,2025-11-25 17:20:37.623315,Сервис-деск,Учетная запись,DBA,В работе,67
REQ20554,2025-11-22 02:27:37.623315,2025-11-22 22:27:37.623315,ERP,BI-отчет,NOC,Отклонен,20
REQ20555,2025-11-22 04:44:37.623315,2025-11-24 10:44:37.623315,Сервис-деск,Сброс пароля,Application Support,Завершен,54
REQ20556,2025-11-22 14:34:37.623315,2025-11-24 01:34:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,Отклонен,35
REQ20557,2025-11-22 01:50:37.623315,2025-11-25 21:50:37.623315,Data Platform,Оборудование,Network,В работе,92
REQ20558,2025-11-22 09:05:37.623315,2025-11-24 19:05:37.623315,ERP,Согласование,Service Desk L2,В работе,58
REQ20559,2025-11-22 17:38:37.623315,2025-11-25 23:38:37.623315,Корпоративная почта,Оборудование,Application Support,Отклонен,78
REQ20560,2025-11-22 08:22:37.623315,2025-11-23 14:22:37.623315,ERP,BI-отчет,Network,Отклонен,30
REQ20561,2025-11-22 08:40:37.623315,2025-11-26 05:40:37.623315,VPN,BI-отчет,Service Desk L2,В работе,93
REQ20562,2025-11-22 15:06:37.623315,2025-11-25 01:06:37.623315,Сервис-деск,Сброс пароля,Application Support,Отклонен,58
REQ20563,2025-11-22 21:29:37.623315,2025-11-23 17:29:37.623315,Сеть офисов,Сброс пароля,DBA,В работе,20
REQ20564,2025-11-22 19:35:37.623315,2025-11-23 00:35:37.623315,VPN,BI-отчет,Network,Завершен,5
REQ20565,2025-11-22 17:21:37.623315,2025-11-24 04:21:37.623315,ERP,Учетная запись,Service Desk L1,Отклонен,35
REQ20566,2025-11-22 15:46:37.623315,2025-11-25 06:46:37.623315,Сеть офисов,Оборудование,Network,Отклонен,63
REQ20567,2025-11-22 03:58:37.623315,2025-11-24 21:58:37.623315,ERP,BI-отчет,Network,В работе,66
REQ20568,2025-11-23 13:41:37.623315,2025-11-24 08:41:37.623315,Сервис-деск,Сброс пароля,NOC,Завершен,19
REQ20569,2025-11-23 08:06:37.623315,2025-11-26 09:06:37.623315,Сервис-деск,Сброс пароля,Application Support,Отклонен,73
REQ20570,2025-11-23 18:59:37.623315,2025-11-24 04:59:37.623315,Корпоративная почта,Согласование,Application Support,Завершен,10
REQ20571,2025-11-23 15:13:37.623315,2025-11-24 13:13:37.623315,VPN,Согласование,Application Support,Отклонен,22
REQ20572,2025-11-23 12:46:37.623315,2025-11-26 17:46:37.623315,VPN,Оборудование,Network,Завершен,77
REQ20573,2025-11-23 06:38:37.623315,2025-11-24 01:38:37.623315,Data Platform,Доступ,Service Desk L2,Отклонен,19
REQ20574,2025-11-23 18:04:37.623315,2025-11-24 15:04:37.623315,VPN,Согласование,Application Support,Отклонен,21
REQ20575,2025-11-23 08:09:37.623315,2025-11-25 03:09:37.623315,Корпоративная почта,Учетная запись,NOC,Отклонен,43
REQ20576,2025-11-23 08:54:37.623315,2025-11-23 23:54:37.623315,Сервис-деск,BI-отчет,DBA,Завершен,15
REQ20577,2025-11-23 20:49:37.623315,2025-11-25 12:49:37.623315,Корпоративная почта,BI-отчет,Service Desk L2,Отклонен,40
REQ20578,2025-11-23 13:30:37.623315,2025-11-24 00:30:37.623315,Сервис-деск,Сброс пароля,Network,Завершен,11
REQ20579,2025-11-23 12:14:37.623315,2025-11-24 22:14:37.623315,Корпоративная почта,Учетная запись,DBA,В работе,34
REQ20580,2025-11-23 17:31:37.623315,2025-11-27 13:31:37.623315,Сервис-деск,Согласование,Network,Завершен,92
REQ20581,2025-11-23 15:27:37.623315,2025-11-24 04:27:37.623315,Сервис-деск,BI-отчет,Service Desk L1,В работе,13
REQ20582,2025-11-23 07:16:37.623315,2025-11-26 22:16:37.623315,Data Platform,Учетная запись,DBA,В работе,87
REQ20583,2025-11-23 01:01:37.623315,2025-11-23 16:01:37.623315,ERP,Учетная запись,Service Desk L2,В работе,15
REQ20584,2025-11-23 08:01:37.623315,2025-11-26 03:01:37.623315,ERP,Согласование,Service Desk L2,В работе,67
REQ20585,2025-11-23 10:26:37.623315,2025-11-23 13:26:37.623315,Корпоративная почта,Учетная запись,DBA,Завершен,3
REQ20586,2025-11-23 17:52:37.623315,2025-11-24 23:52:37.623315,Сеть офисов,Согласование,Service Desk L2,В работе,30
REQ20587,2025-11-23 03:10:37.623315,2025-11-26 23:10:37.623315,Data Platform,BI-отчет,Service Desk L1,Отклонен,92
REQ20588,2025-11-23 11:59:37.623315,2025-11-26 07:59:37.623315,Сервис-деск,Согласование,NOC,Отклонен,68
REQ20589,2025-11-23 02:58:37.623315,2025-11-26 14:58:37.623315,Корпоративная почта,BI-отчет,NOC,Завершен,84
REQ20590,2025-11-23 06:44:37.623315,2025-11-26 10:44:37.623315,Сервис-деск,Учетная запись,Service Desk L1,В работе,76
REQ20591,2025-11-23 12:06:37.623315,2025-11-23 19:06:37.623315,ERP,Учетная запись,DBA,В работе,7
REQ20592,2025-11-23 18:16:37.623315,2025-11-26 14:16:37.623315,Корпоративная почта,Согласование,Service Desk L2,Отклонен,68
REQ20593,2025-11-23 13:03:37.623315,2025-11-23 18:03:37.623315,VPN,BI-отчет,Application Support,Завершен,5
REQ20594,2025-11-23 19:42:37.623315,2025-11-24 09:42:37.623315,ERP,Согласование,NOC,Отклонен,14
REQ20595,2025-11-23 14:15:37.623315,2025-11-25 00:15:37.623315,ERP,Учетная запись,Network,В работе,34
REQ20596,2025-11-23 06:38:37.623315,2025-11-25 17:38:37.623315,Корпоративная почта,Сброс пароля,DBA,Отклонен,59
REQ20597,2025-11-23 19:37:37.623315,2025-11-24 17:37:37.623315,VPN,BI-отчет,Service Desk L1,Отклонен,22
REQ20598,2025-11-24 01:13:37.623315,2025-11-26 04:13:37.623315,Сеть офисов,Доступ,Application Support,Отклонен,51
REQ20599,2025-11-24 00:57:37.623315,2025-11-26 23:57:37.623315,Корпоративная почта,Доступ,Service Desk L2,В работе,71
REQ20600,2025-11-24 18:02:37.623315,2025-11-26 21:02:37.623315,ERP,Учетная запись,Service Desk L1,В работе,51
REQ20601,2025-11-24 14:19:37.623315,2025-11-25 22:19:37.623315,Сервис-деск,Согласование,Service Desk L1,В работе,32
REQ20602,2025-11-24 11:01:37.623315,2025-11-26 23:01:37.623315,Data Platform,Оборудование,DBA,Отклонен,60
REQ20603,2025-11-24 10:35:37.623315,2025-11-25 06:35:37.623315,ERP,Учетная запись,Service Desk L2,Завершен,20
REQ20604,2025-11-24 11:37:37.623315,2025-11-25 09:37:37.623315,ERP,Учетная запись,NOC,В работе,22
REQ20605,2025-11-24 08:30:37.623315,2025-11-24 15:30:37.623315,Data Platform,Согласование,Service Desk L2,Отклонен,7
REQ20606,2025-11-24 06:46:37.623315,2025-11-25 00:46:37.623315,Сервис-деск,Сброс пароля,Application Support,В работе,18
REQ20607,2025-11-24 13:17:37.623315,2025-11-26 20:17:37.623315,Data Platform,Учетная запись,DBA,В работе,55
REQ20608,2025-11-24 11:50:37.623315,2025-11-26 11:50:37.623315,ERP,Сброс пароля,Service Desk L2,В работе,48
REQ20609,2025-11-24 04:07:37.623315,2025-11-27 01:07:37.623315,VPN,Оборудование,Application Support,Отклонен,69
REQ20610,2025-11-24 05:57:37.623315,2025-11-25 07:57:37.623315,Сервис-деск,Учетная запись,Service Desk L1,В работе,26
REQ20611,2025-11-24 13:56:37.623315,2025-11-26 19:56:37.623315,ERP,Учетная запись,Network,Завершен,54
REQ20612,2025-11-24 11:30:37.623315,2025-11-27 01:30:37.623315,Корпоративная почта,BI-отчет,Service Desk L2,В работе,62
REQ20613,2025-11-24 09:18:37.623315,2025-11-27 18:18:37.623315,Data Platform,Доступ,Application Support,Завершен,81
REQ20614,2025-11-24 09:56:37.623315,2025-11-25 07:56:37.623315,Сервис-деск,Согласование,Service Desk L1,В работе,22
REQ20615,2025-11-24 04:49:37.623315,2025-11-24 09:49:37.623315,Сервис-деск,Оборудование,DBA,Отклонен,5
REQ20616,2025-11-24 20:32:37.623315,2025-11-26 08:32:37.623315,Сервис-деск,Учетная запись,Service Desk L1,Завершен,36
REQ20617,2025-11-24 19:46:37.623315,2025-11-27 22:46:37.623315,VPN,Оборудование,DBA,В работе,75
REQ20618,2025-11-24 13:36:37.623315,2025-11-28 13:36:37.623315,VPN,Согласование,Network,Отклонен,96
REQ20619,2025-11-24 18:54:37.623315,2025-11-28 18:54:37.623315,Сервис-деск,Доступ,Service Desk L2,Завершен,96
REQ20620,2025-11-24 01:26:37.623315,2025-11-24 05:26:37.623315,Корпоративная почта,Доступ,Network,Завершен,4
REQ20621,2025-11-24 10:20:37.623315,2025-11-26 09:20:37.623315,VPN,Учетная запись,Application Support,Завершен,47
REQ20622,2025-11-24 09:14:37.623315,2025-11-24 19:14:37.623315,ERP,BI-отчет,Network,Отклонен,10
REQ20623,2025-11-24 13:51:37.623315,2025-11-26 10:51:37.623315,Сервис-деск,Оборудование,Network,В работе,45
REQ20624,2025-11-24 03:12:37.623315,2025-11-27 04:12:37.623315,VPN,Оборудование,Application Support,В работе,73
REQ20625,2025-11-24 02:55:37.623315,2025-11-27 11:55:37.623315,Data Platform,Оборудование,Service Desk L1,Отклонен,81
REQ20626,2025-11-24 19:51:37.623315,2025-11-28 14:51:37.623315,ERP,Учетная запись,Application Support,Завершен,91
REQ20627,2025-11-24 20:30:37.623315,2025-11-27 06:30:37.623315,Корпоративная почта,Доступ,Application Support,В работе,58
REQ20628,2025-11-24 14:45:37.623315,2025-11-27 05:45:37.623315,VPN,Доступ,Service Desk L1,Отклонен,63
REQ20629,2025-11-24 11:20:37.623315,2025-11-26 21:20:37.623315,Сеть офисов,BI-отчет,Application Support,В работе,58
REQ20630,2025-11-23 23:52:37.623315,2025-11-27 14:52:37.623315,Сеть офисов,Сброс пароля,Network,Завершен,87
REQ20631,2025-11-25 05:19:37.623315,2025-11-27 21:19:37.623315,Data Platform,BI-отчет,Service Desk L1,В работе,64
REQ20632,2025-11-25 21:15:37.623315,2025-11-27 06:15:37.623315,Корпоративная почта,BI-отчет,NOC,Завершен,33
REQ20633,2025-11-25 00:00:37.623315,2025-11-25 08:00:37.623315,Корпоративная почта,Сброс пароля,NOC,В работе,8
REQ20634,2025-11-25 13:45:37.623315,2025-11-29 12:45:37.623315,Сеть офисов,Оборудование,NOC,Завершен,95
REQ20635,2025-11-25 10:34:37.623315,2025-11-28 22:34:37.623315,VPN,Согласование,Service Desk L2,В работе,84
REQ20636,2025-11-25 01:38:37.623315,2025-11-27 08:38:37.623315,Сервис-деск,Доступ,Network,Завершен,55
REQ20637,2025-11-25 02:40:37.623315,2025-11-25 22:40:37.623315,ERP,Согласование,Application Support,Завершен,20
REQ20638,2025-11-25 20:08:37.623315,2025-11-29 13:08:37.623315,Корпоративная почта,Согласование,Application Support,Завершен,89
REQ20639,2025-11-25 02:26:37.623315,2025-11-29 00:26:37.623315,VPN,Согласование,Service Desk L1,Отклонен,94
REQ20640,2025-11-25 16:38:37.623315,2025-11-27 04:38:37.623315,Корпоративная почта,Учетная запись,Service Desk L1,В работе,36
REQ20641,2025-11-25 02:07:37.623315,2025-11-28 20:07:37.623315,VPN,Оборудование,NOC,В работе,90
REQ20642,2025-11-25 20:45:37.623315,2025-11-26 01:45:37.623315,Корпоративная почта,Согласование,DBA,В работе,5
REQ20643,2025-11-25 12:32:37.623315,2025-11-25 15:32:37.623315,Сеть офисов,Доступ,Service Desk L2,Завершен,3
REQ20644,2025-11-25 08:06:37.623315,2025-11-26 22:06:37.623315,Сервис-деск,Согласование,Application Support,В работе,38
REQ20645,2025-11-25 00:03:37.623315,2025-11-26 12:03:37.623315,VPN,Оборудование,Service Desk L2,В работе,36
REQ20646,2025-11-25 00:02:37.623315,2025-11-25 07:02:37.623315,Сеть офисов,Согласование,Service Desk L1,Отклонен,7
REQ20647,2025-11-25 15:11:37.623315,2025-11-26 22:11:37.623315,Сервис-деск,Учетная запись,NOC,В работе,31
REQ20648,2025-11-25 10:26:37.623315,2025-11-28 16:26:37.623315,ERP,Согласование,DBA,Отклонен,78
REQ20649,2025-11-25 04:44:37.623315,2025-11-28 18:44:37.623315,ERP,Учетная запись,Service Desk L1,Отклонен,86
REQ20650,2025-11-25 03:41:37.623315,2025-11-29 03:41:37.623315,Сервис-деск,Сброс пароля,DBA,Завершен,96
REQ20651,2025-11-25 17:46:37.623315,2025-11-27 18:46:37.623315,Data Platform,Сброс пароля,Network,Завершен,49
REQ20652,2025-11-25 21:09:37.623315,2025-11-28 14:09:37.623315,Сервис-деск,BI-отчет,DBA,В работе,65
REQ20653,2025-11-25 12:26:37.623315,2025-11-28 19:26:37.623315,ERP,Оборудование,Network,В работе,79
REQ20654,2025-11-25 19:50:37.623315,2025-11-28 06:50:37.623315,Сеть офисов,Учетная запись,Application Support,Завершен,59
REQ20655,2025-11-25 09:53:37.623315,2025-11-28 19:53:37.623315,VPN,BI-отчет,Network,Отклонен,82
REQ20656,2025-11-25 20:14:37.623315,2025-11-26 18:14:37.623315,Сеть офисов,Оборудование,Application Support,Отклонен,22
REQ20657,2025-11-25 11:26:37.623315,2025-11-27 18:26:37.623315,Корпоративная почта,BI-отчет,Service Desk L1,Завершен,55
REQ20658,2025-11-25 15:27:37.623315,2025-11-28 18:27:37.623315,Корпоративная почта,Сброс пароля,Service Desk L1,Отклонен,75
REQ20659,2025-11-25 05:08:37.623315,2025-11-26 12:08:37.623315,Сервис-деск,Учетная запись,Network,В работе,31
REQ20660,2025-11-25 02:41:37.623315,2025-11-29 01:41:37.623315,ERP,BI-отчет,DBA,Отклонен,95
